id,url,title,article,tags,posted_by,added_time
127861018,https://science.slashdot.org/story/20/03/24/1947227/doctors-are-hoarding-unproven-coronavirus-medicine-by-writing-prescriptions-for-themselves-and-their-families,Doctors Are Hoarding Unproven Coronavirus Medicine By Writing Prescriptions For Themselves and Their Families,"An anonymous reader quotes a report from ProPublica: A nationwide shortage of two drugs touted as possible treatments for the coronavirus is being driven in part by doctors inappropriately prescribing the medicines for family, friends and themselves, according to pharmacists and state regulators. Demand for chloroquine and hydroxychloroquine surged over the past several days as President Donald Trump promoted them as possible treatments for the coronavirus and online forums buzzed with excitement over a small study suggesting the combination of hydroxychloroquine and a commonly used antibiotic could be effective in treating COVID-19. ""It's disgraceful, is what it is,"" said Garth Reynolds, executive director of the Illinois Pharmacists Association, which started getting calls and emails Saturday from members saying they were receiving questionable prescriptions. ""And completely selfish."" Reynolds said the Illinois Pharmacists Association has started reaching out to pharmacists and medical groups throughout the state to urge doctors, nurses and physician assistants not to write prescriptions for themselves and those close to them. ""We even had a couple of examples of prescribers trying to say that the individual they were calling in for had rheumatoid arthritis,"" he said, explaining that pharmacists suspected that wasn't true. ""I mean, that's fraud."" In one case, Reynolds said, the prescriber initially tried to get the pills without an explanation and only offered up that the individual had rheumatoid arthritis after the pharmacist questioned the prescription. In a bulletin to pharmacists on Sunday, the state association wrote that it was ""disturbed by the current actions of prescribers"" and instructed members on how to file a complaint against physicians and nurses who were doing it. It's important to note that there is little evidence that the drugs work to treat coronavirus, although clinical trials are underway to find out. The report mentions a man in his 60s who died after ingesting a version of the chloroquine commonly used to clean fish tanks. ""The man, who thought he might have COVID-19, took a small amount of the substance in a misguided effort to treat his symptoms,"" reports ProPublica. ""His wife was also hospitalized after taking the substance but survived.""","health, covid19, doctors",BeauHD,2020-03-24 18:00:00
127859260,https://science.slashdot.org/story/20/03/24/1928219/ford-3m-ge-and-the-uaw-to-build-respirators-ventilators-and-face-shields-for-coronavirus-fight,"Ford, 3M, GE and the UAW To Build Respirators, Ventilators and Face Shields For Coronavirus Fight","Ford announced today that it's partnering with 3M and GE to build respirators, ventilators and face shields for front-line healthcare workers and COVID-19 patients. TechCrunch reports: Its efforts include building Powered Air-Purifying Respirators (PAPRs) with partner 3M, including a new design that employs existing parts from both partners to deliver effectiveness and highly scalable production capacity. Ford says that it's also going to be building face shields, leaning on its 3D printing capabilities, with an anticipated production rate of more than 100,000 units per week. The company has designed a new face shield, which will be tested with the first 1,000 units this week at Detroit Mercy, Henry Ford Health Systems and Detroit Medical Center Sinai-Grace Hospitals in Michigan to evaluate their efficacy. Provided they perform as planned, Ford anticipates scaling to building 75,000 by end of week, with 100,000 able to be made in one of the company's Plymouth, Mich. production facilities each week thereafter. The automaker is also going to be working with GE on expanding production capacity for GE Healthcare's ventilator, with a simplified design that should allow for higher-volume production. That's part of a response to a U.S. government request for more units to support healthcare needs, the company said. On top of its U.S.-focused ventilator project with GE, Ford is also working on a separate effort to spin up ventilator production targeting the U.K. based on a request for aid from that country's government, and it's also shipping back 165,000 N95 respirator masks that were sent by the company from the U.S. to China earlier this year, since the need for that equipment is now greater back in the U.S., the company said, and China's situation continues to improve. ""The PAPRs that Ford is building, for instance, will use off-the-shelf components from the automaker's F-150 truck's cooled seating, as well as 3M's existing HEPA filters,"" the report adds. ""These respirators could potentially offer significant advantages in use compared to N95s, since they are battery-powered and can filter airborne virus particles for up to eight hours on a single, swappable standard power tool battery pack worn at the waist.""","health, usa, ford",BeauHD,2020-03-24 16:40:00
127843754,https://science.slashdot.org/story/20/03/24/1546247/india-under-lockdown-for-21-days-to-fight-coronavirus,India Under Lockdown for 21 Days To Fight Coronavirus,"Indian Prime Minister Narendra Modi said on Tuesday the government would impose a nationwide lockdown from midnight for 21 days to stem the spread of the coronavirus. ""There will be a total ban on venturing out of your homes,"" Modi said in a televised address.","india, medicine, coronavirus",msmash,2020-03-24 11:46:00
127840080,https://science.slashdot.org/story/20/03/24/1456241/warmer-weather-may-slow-but-not-halt-coronavirus,"Warmer Weather May Slow, But Not Halt, Coronavirus","Communities living in warmer places appear to have a comparative advantage to slow the transmission of coronavirus infections, according to an early analysis by scientists at the Massachusetts Institute of Technology. From a report: The researchers found that most coronavirus transmissions had occurred in regions with low temperatures, between 37.4 and 62.6 degrees Fahrenheit (or 3 and 17 degrees Celsius). While countries with equatorial climates and those in the Southern Hemisphere, currently in the middle of summer, have reported coronavirus cases, regions with average temperatures above 64.4 degrees Fahrenheit (or 18 degrees Celsius) account for fewer than 6 percent of global cases so far. ""Wherever the temperatures were colder, the number of the cases started increasing quickly,"" said Qasim Bukhari, a computational scientist at M.I.T. who is a co-author of the study. ""You see this in Europe, even though the health care there is among the world's best.""","covid19, medicine, coronavirus",msmash,2020-03-24 10:56:00
127776956,https://science.slashdot.org/story/20/03/24/0057219/labs-are-euthanizing-thousands-of-mice-in-response-to-coronavirus-pandemic,Labs Are Euthanizing Thousands of Mice In Response To Coronavirus Pandemic,"sciencehabit writes: Science Magazine has learned that researchers across the U.S. are euthanizing thousands of lab mice in anticipation of a shortage of workers who can care for them. Some scientists have had to sacrifice half or more of their colonies, potentially resulting in the loss of months or years of work. ""I was staring at my mice one by one and deciding who lives and who dies,"" says one researcher. ""It was really rough."" At the moment, Science has not seen evidence that larger animals such as cats, dogs, or monkeys are being proactively euthanized. That will likely remain the case. Unlike larger animals, mice breed quickly and must be used quickly. And because they comprise about 95% of all research animals, they suck up the most money and time.","health, labs, medicine",BeauHD,2020-03-24 09:00:00
127772728,https://tech.slashdot.org/story/20/03/23/2343228/more-than-half-of-all-news-consumption-on-facebook-in-america-is-about-the-coronavirus-report-finds,"More Than Half of All News Consumption On Facebook In America Is About the Coronavirus, Report Finds","The coronavirus has revived Facebook as a dominant news hub. According to an internal report by The New York Times, more than half of all news consumption on Facebook in America is about the virus. ""Overall U.S. traffic from Facebook to other websites also increased by more than 50 percent last week from the week before, 'almost entirely' owing to intense interest in the virus,"" adds The New York Times. From the report: The report, which was posted to Facebook's internal network by Ranjan Subramanian, a data scientist at the company, was a lengthy analysis of what it called an ""unprecedented increase in the consumption of news articles on Facebook"" over the past several weeks. According to the report, more than 90 percent of the clicks to coronavirus content came from ""Power News Consumers"" and ""Power News Discussers"" -- Facebook's terms for users who read and comment on news stories much more frequently than the average user. The company is now considering several options for targeting those people with higher-quality information to make sure it is ""being spread downstream."" The report shows that Facebook is closely monitoring people's news habits during a critical period and actively trying to steer them toward authoritative sources in what amounts to a global, real-time experiment in news distribution. At times, Facebook itself seemed unsure which news sources users would turn to in a crisis, with Mr. Subramanian noting that ""fortunately"" many people were clicking on links from publishers that the company considers high-quality.","facebook, internet, news",BeauHD,2020-03-23 22:10:00
127771130,https://it.slashdot.org/story/20/03/23/2315238/elite-hackers-target-who-as-coronavirus-cyberattacks-spike,Elite Hackers Target WHO As Coronavirus Cyberattacks Spike,"According to Reuters, elite hackers tried to break into the World Health Organization earlier this month. While the effort was unsuccessful, the agency said there's been a more than two-fold increase in cyberattacks as they battle to contain the coronavirus. From the report: The attempted break-in at the WHO was first flagged to Reuters by Alexander Urbelis, a cybersecurity expert and attorney with the New York-based Blackstone Law Group, which tracks suspicious internet domain registration activity. Urbelis said he picked up on the activity around March 13, when a group of hackers he'd been following activated a malicious site mimicking the WHO's internal email system. ""I realized quite quickly that this was a live attack on the World Health Organization in the midst of a pandemic,"" he said. Urbelis said he didn't know who was responsible, but two other sources briefed on the matter said they suspected an advanced group of hackers known as DarkHotel, which has been conducting cyber-espionage operations since at least 2007. When asked by Reuters about the incident, the WHO's Security Officer Flavio Aggio confirmed that the site spotted by Urbelis had been used in an attempt to steal passwords from multiple agency staffers. Cybersecurity firms including Romania's Bitdefender and Moscow-based Kaspersky said they have traced many of DarkHotel's operations to East Asia - an area that has been particularly affected by the coronavirus. Specific targets have included government employees and business executives in places such as China, North Korea, Japan, and the United States. Costin Raiu, head of global research and analysis at Kaspersky, could not confirm that DarkHotel was responsible for the WHO attack but said the same malicious web infrastructure had also been used to target other healthcare and humanitarian organizations in recent weeks.","data, health, security",BeauHD,2020-03-23 20:50:00
127763016,https://news.slashdot.org/story/20/03/23/215230/uk-coronavirus-boris-johnson-announces-strict-lockdown-across-country,UK Coronavirus: Boris Johnson Announces Strict Lockdown Across Country,"UK Prime Minister Boris Johnson announced strict measures to combat the spread of the coronavirus. He says a ""huge national effort"" has been needed to halt the spread, adding: ""there will come a moment when no health service in the world could possibly cope because there won't be enough ventilators, enough intensive care beds, enough doctors and nurses."" Non-essential businesses will be closed and citizens are being ordered to stay in their homes. They can only leave for the following ""very limited purposes"": shopping for basic necessities; one form of exercise a day alone or with members of your household; any medical need, to provide care or to help a vulnerable person; and/or traveling to and from work, but only where this is absolutely necessary and cannot be done from home. ""That's all -- these are the only reasons you should leave your home,"" says Johnson. ""You should not be meeting friends. If your friends ask you to meet, you should say No. You should not be meeting family members who do not live in your home. You should not be going shopping except for essentials like food and medicine -- and you should do this as little as you can. And use food delivery services where you can."" The police will be able to take action through fines and dispersing gatherings. The lockdown restrictions will be looked at again in three weeks to determine if they'll be relaxed or not. You can read the full text of Boris Johnson's address to the nation here.","health, politics, uk",BeauHD,2020-03-23 17:10:00
127747280,https://news.slashdot.org/story/20/03/23/1648245/traffic-and-pollution-plummet-as-us-cities-shut-down-for-coronavirus,Traffic and Pollution Plummet as US Cities Shut Down for Coronavirus,"In cities across the United States, traffic on roads and highways has fallen dramatically over the past week as the coronavirus outbreak forces people to stay at home and everyday life grinds to a halt. Pollution has dropped too. From a report: A satellite that detects emissions in the atmosphere linked to cars and trucks shows huge declines in pollution over major metropolitan areas, including Los Angeles, Seattle, New York, Chicago and Atlanta. In Los Angeles, as businesses and schools have closed this month and drivers have stayed off the roads, air pollution has declined and traffic jams have all but vanished. Preliminary data from the European Space Agency's Sentinel-5P satellite show that atmospheric levels of nitrogen dioxide, which are influenced in large part by car and truck emissions, were considerably lower over Los Angeles in the first two weeks of March compared to the same period last year. Air pollution from vehicles has likewise plummeted in the Seattle area, which had one of the earliest recognized coronavirus outbreaks in the country. Traffic patterns there changed drastically before most other cities. [...] In New York City, residents are less dependent on car travel than in other metro areas, but vehicle traffic has still seen a steep drop-off in recent days as office buildings, schools and restaurants have shut down. On Wednesday afternoon, rush-hour traffic moved 36 percent faster than normal as the roads cleared out, according to data from INRIX.","traffic, usa, earth",msmash,2020-03-23 16:45:00
127746772,https://tech.slashdot.org/story/20/03/23/1640206/india-launches-whatsapp-chatbot-to-create-awareness-about-coronavirus,India Launches WhatsApp Chatbot To Create Awareness About Coronavirus,"India is turning to WhatsApp, the most popular app in the country, to create awareness about the coronavirus pandemic and has urged social media services to tackle the spread of misinformation on their platforms. From a report: Narendra Modi, India's Prime Minister, said on Saturday that citizens in the country can text a WhatsApp bot -- called MyGov Corona Helpdesk -- to get instant authoritative answers to their coronavirus queries such as the symptoms of the viral disease and how they could seek help. An individual is required to text +919013151515 to connect to the bot. The bot was built by Mumbai-based firm Haptik Technologies, which local telecom giant Reliance Jio acquired last year, and the information is being provided by the nation's Ministry of Health.","social, chatbot, india",msmash,2020-03-23 13:25:00
127746238,https://it.slashdot.org/story/20/03/23/1632226/microsoft-pauses-edge-releases-amid-coronavirus-outbreak,Microsoft Pauses Edge Releases Amid Coronavirus Outbreak,"Microsoft has announced that it is pausing the rollout of Edge v81, citing the ongoing ""global circumstances"" surrounding the coronavirus outbreak. From a report: New Edge releases (or any other kind of software updates) usually entail security reviews and compatibility testing to ensure operating systems and internal web applications don't break. Due to the COVID-19 coronavirus outbreak, most system administrators are most likely busy handling the security of employees working from home and taking care of their families in these tough times. Microsoft said it does not want to put an extra strain on system administrators and other IT staff personnel by releasing a new Edge version at this particular time. Redmond's decision comes days after Google announced a similar measure for Chrome v81, postponing the v81 release indefinitely.","it, software, microsoft",msmash,2020-03-23 12:44:00
127739408,https://games.slashdot.org/story/20/03/23/1449243/as-we-remain-at-home-due-to-coronavirus-were-all-in-desperate-need-of-distraction----a-new-movie-or-video-game-would-help,"As We Remain at Home Due To Coronavirus, We're All in Desperate Need of Distraction -- a New Movie or Video Game Would Help","The ongoing coronavirus crisis has thrown the release schedule of cultural products into chaos, as now is an exceptionally bad time to drop anything that isn't a government check for lost wages. Jeremy Gordon, writing for The Outline: Our cultural producers -- movie studios, publishing houses, television networks, and so forth -- must decide whether to go ahead with previously made plans, or wait until all of this is over. The new Fast and Furious movie, for example, has been pushed back from its May 2020 release date to April 2021, in hopes that mass gatherings will be back on the table by then (maybe!) and we'll all be in a better mood to watch some big cars go boom. But as more people are driven inside for the time being, it's also true that everyone is looking for something to do at home. As a result, unconventional solutions have emerged: Last week, Universal Pictures announced it'll make several of its current film releases available to stream on-demand at home, as movie theaters around the world are being closed. Beginning Friday, movies like The Invisible Man, Emma, and The Hunt will be rentable for $19.99 apiece, with Trolls: World Tour set for a similar release. Emma and The Invisible Man were finished products already in theaters, so Universal just had to skip the typical waiting period between when a movie is released, and when it's available for purchase. But there are so many more finished products waiting to be released in the coming weeks, which publishers may now consider delaying until a time when everyone can go back outside. While they may be reticent to promote anything in the current climate, I would submit an opposite suggestion: Release that shit. While everyone is sitting at home stewing in anxiety, people have never been more desperate for distraction. We have all become a captive audience with the free time to give that show or game a try.","games, tv, entertainment",msmash,2020-03-23 11:25:00
127737692,https://yro.slashdot.org/story/20/03/23/1422245/as-coronavirus-surveillance-escalates-personal-privacy-plummets,"As Coronavirus Surveillance Escalates, Personal Privacy Plummets","Tracking entire populations to combat the pandemic now could open the doors to more invasive forms of government snooping later. From a report: In South Korea, government agencies are harnessing surveillance-camera footage, smartphone location data and credit card purchase records to help trace the recent movements of coronavirus patients and establish virus transmission chains. In Lombardy, Italy, the authorities are analyzing location data transmitted by citizens' mobile phones to determine how many people are obeying a government lockdown order and the typical distances they move every day. About 40 percent are moving around ""too much,"" an official recently said. In Israel, the country's internal security agency is poised to start using a cache of mobile phone location data -- originally intended for counterterrorism operations -- to try to pinpoint citizens who may have been exposed to the virus. As countries around the world race to contain the pandemic, many are deploying digital surveillance tools as a means to exert social control, even turning security agency technologies on their own civilians. Health and law enforcement authorities are understandably eager to employ every tool at their disposal to try to hinder the virus -- even as the surveillance efforts threaten to alter the precarious balance between public safety and personal privacy on a global scale. Yet ratcheting up surveillance to combat the pandemic now could permanently open the doors to more invasive forms of snooping later. It is a lesson Americans learned after the terrorist attacks of Sept. 11, 2001, civil liberties experts say. Nearly two decades later, law enforcement agencies have access to higher-powered surveillance systems, like fine-grained location tracking and facial recognition -- technologies that may be repurposed to further political agendas like anti-immigration policies. Civil liberties experts warn that the public has little recourse to challenge these digital exercises of state power.","privacy, covid, covid19",msmash,2020-03-23 10:45:00
127736520,https://science.slashdot.org/story/20/03/23/145248/a-third-of-coronavirus-cases-may-be-silent-carriers-classified-chinese-data-suggests,"A Third of Coronavirus Cases May Be 'Silent Carriers', Classified Chinese Data Suggests","The number of ""silent carriers"" -- people who are infected by the new coronavirus but show delayed or no symptoms -- could be as high as one-third of those who test positive, according to classified Chinese government data seen by the South China Morning Post. An anonymous reader writes: That could further complicate the strategies being used by countries to contain the virus, which has infected more than 300,000 people and killed more than 14,000 globally. More than 43,000 people in China had tested positive for Covid-19 by the end of February but had no immediate symptoms, a condition typically known as asymptomatic, according to the data. They were placed in quarantine and monitored but were not included in the official tally of confirmed cases, which stood at about 80,000 at the time. Scientists have been unable to agree on what role asymptomatic transmission plays in spreading the disease. A patient usually develops symptoms in five days, though the incubation period can be as long as three weeks in some rare cases.","china, covid, covid19",msmash,2020-03-23 10:05:00
